lego_set_id,lego_set_title,rebrickable_lego_set_url,bricket_lego_set_url,brickpicker_lego_set_url
75059-1,sandcrawler-star-wars-episode-456-2014,http://rebrickable.com/sets/75059-1/sandcrawler-star-wars-episode-456-2014,http://brickset.com/sets/75059-1,http://www.brickpicker.com/bpms/set.cfm?set=75059-1
70810-1,metalbeards-sea-cow-the-lego-movie-2014,http://rebrickable.com/sets/70810-1/metalbeards-sea-cow-the-lego-movie-2014,http://brickset.com/sets/70810-1,http://www.brickpicker.com/bpms/set.cfm?set=70810-1
71006-1,the-simpsons-house-town-2014,http://rebrickable.com/sets/71006-1/the-simpsons-house-town-2014,http://brickset.com/sets/71006-1,http://www.brickpicker.com/bpms/set.cfm?set=71006-1
10243-1,parisian-restaurant-modular-buildings-2014,http://rebrickable.com/sets/10243-1/parisian-restaurant-modular-buildings-2014,http://brickset.com/sets/10243-1,http://www.brickpicker.com/bpms/set.cfm?set=10243-1
45120-1,learntolearn-core-set-supplemental-2014,http://rebrickable.com/sets/45120-1/learntolearn-core-set-supplemental-2014,http://brickset.com/sets/45120-1,http://www.brickpicker.com/bpms/set.cfm?set=45120-1
76023-1,the-tumbler-batman-ii-2014,http://rebrickable.com/sets/76023-1/the-tumbler-batman-ii-2014,http://brickset.com/sets/76023-1,http://www.brickpicker.com/bpms/set.cfm?set=76023-1
10244-1,fairground-mixer-creator-2014,http://rebrickable.com/sets/10244-1/fairground-mixer-creator-2014,http://brickset.com/sets/10244-1,http://www.brickpicker.com/bpms/set.cfm?set=10244-1
42030-1,remote-controlled-volvo-l350f-wheel-loader-construction-2014,http://rebrickable.com/sets/42030-1/remote-controlled-volvo-l350f-wheel-loader-construction-2014,http://brickset.com/sets/42030-1,http://www.brickpicker.com/bpms/set.cfm?set=42030-1
10241-1,maersk-line-triple-e-model-2014,http://rebrickable.com/sets/10241-1/maersk-line-triple-e-model-2014,http://brickset.com/sets/10241-1,http://www.brickpicker.com/bpms/set.cfm?set=10241-1
42030-1,remote-controlled-volvo-a25f-articulated-hauler-technic-2014,http://rebrickable.com/sets/42030-1-b1/remote-controlled-volvo-a25f-articulated-hauler-technic-2014,http://brickset.com/sets/42030-1,http://www.brickpicker.com/bpms/set.cfm?set=42030-1
45570-1,space-challenge-set-mindstorms-2014,http://rebrickable.com/sets/45570-1/space-challenge-set-mindstorms-2014,http://brickset.com/sets/45570-1,http://www.brickpicker.com/bpms/set.cfm?set=45570-1
75055-1,imperial-star-destroyer-star-wars-2014,http://rebrickable.com/sets/75055-1/imperial-star-destroyer-star-wars-2014,http://brickset.com/sets/75055-1,http://www.brickpicker.com/bpms/set.cfm?set=75055-1
70146-1,flying-phoenix-fire-temple-legends-of-chima-2014,http://rebrickable.com/sets/70146-1/flying-phoenix-fire-temple-legends-of-chima-2014,http://brickset.com/sets/70146-1,http://www.brickpicker.com/bpms/set.cfm?set=70146-1
42025-1,cargo-plane-airport-2014,http://rebrickable.com/sets/42025-1/cargo-plane-airport-2014,http://brickset.com/sets/42025-1,http://www.brickpicker.com/bpms/set.cfm?set=42025-1
70728-1,battle-for-ninjago-city-ninjago-2014,http://rebrickable.com/sets/70728-1/battle-for-ninjago-city-ninjago-2014,http://brickset.com/sets/70728-1,http://www.brickpicker.com/bpms/set.cfm?set=70728-1
41058-1,heartlake-shopping-mall-friends-2014,http://rebrickable.com/sets/41058-1/heartlake-shopping-mall-friends-2014,http://brickset.com/sets/41058-1,http://www.brickpicker.com/bpms/set.cfm?set=41058-1
75054-1,at-at-star-wars-episode-456-2014,http://rebrickable.com/sets/75054-1/at-at-star-wars-episode-456-2014,http://brickset.com/sets/75054-1,http://www.brickpicker.com/bpms/set.cfm?set=75054-1
10242-1,mini-cooper-creator-2014,http://rebrickable.com/sets/10242-1/mini-cooper-creator-2014,http://brickset.com/sets/10242-1,http://www.brickpicker.com/bpms/set.cfm?set=10242-1
42029-1,customized-pick-up-truck-technic-2014,http://rebrickable.com/sets/42029-1/customized-pick-up-truck-technic-2014,http://brickset.com/sets/42029-1,http://www.brickpicker.com/bpms/set.cfm?set=42029-1
70165-1,ultra-agents-mission-hq-ultra-agents-2014,http://rebrickable.com/sets/70165-1/ultra-agents-mission-hq-ultra-agents-2014,http://brickset.com/sets/70165-1,http://www.brickpicker.com/bpms/set.cfm?set=70165-1
31026-1,bike-shop-amp%3B-cafe-creator-2014,http://rebrickable.com/sets/31026-1/bike-shop-amp%3B-cafe-creator-2014,http://brickset.com/sets/31026-1,http://www.brickpicker.com/bpms/set.cfm?set=31026-1
10682-1,creative-suitcase-basic-set-2014,http://rebrickable.com/sets/10682-1/creative-suitcase-basic-set-2014,http://brickset.com/sets/10682-1,http://www.brickpicker.com/bpms/set.cfm?set=10682-1
42024-1,container-truck-technic-2014,http://rebrickable.com/sets/42024-1/container-truck-technic-2014,http://brickset.com/sets/42024-1,http://www.brickpicker.com/bpms/set.cfm?set=42024-1
70816-1,bennys-spaceship-spaceship-spaceship%21-the-lego-movie-2014,http://rebrickable.com/sets/70816-1/bennys-spaceship-spaceship-spaceship%21-the-lego-movie-2014,http://brickset.com/sets/70816-1,http://www.brickpicker.com/bpms/set.cfm?set=70816-1
75058-1,mtt-star-wars-episode-1-2014,http://rebrickable.com/sets/75058-1/mtt-star-wars-episode-1-2014,http://brickset.com/sets/75058-1,http://www.brickpicker.com/bpms/set.cfm?set=75058-1
75053-1,the-ghost-star-wars-2014,http://rebrickable.com/sets/75053-1/the-ghost-star-wars-2014,http://brickset.com/sets/75053-1,http://www.brickpicker.com/bpms/set.cfm?set=75053-1
79117-1,turtle-lair-invasion-teenage-mutant-ninja-turtles-2014,http://rebrickable.com/sets/79117-1/turtle-lair-invasion-teenage-mutant-ninja-turtles-2014,http://brickset.com/sets/79117-1,http://www.brickpicker.com/bpms/set.cfm?set=79117-1
60052-1,cargo-train-trains-2014,http://rebrickable.com/sets/60052-1/cargo-train-trains-2014,http://brickset.com/sets/60052-1,http://www.brickpicker.com/bpms/set.cfm?set=60052-1
10245-1,santas-workshop-christmas-2014,http://rebrickable.com/sets/10245-1/santas-workshop-christmas-2014,http://brickset.com/sets/10245-1,http://www.brickpicker.com/bpms/set.cfm?set=10245-1
79018-1,the-lonely-mountain-the-hobbit-2014,http://rebrickable.com/sets/79018-1/the-lonely-mountain-the-hobbit-2014,http://brickset.com/sets/79018-1,http://www.brickpicker.com/bpms/set.cfm?set=79018-1
70813-1,rescue-reinforcements-the-lego-movie-2014,http://rebrickable.com/sets/70813-1/rescue-reinforcements-the-lego-movie-2014,http://brickset.com/sets/70813-1,http://www.brickpicker.com/bpms/set.cfm?set=70813-1
70815-1,super-secret-police-dropship-the-lego-movie-2014,http://rebrickable.com/sets/70815-1/super-secret-police-dropship-the-lego-movie-2014,http://brickset.com/sets/70815-1,http://www.brickpicker.com/bpms/set.cfm?set=70815-1
60047-1,police-station-police-2014,http://rebrickable.com/sets/60047-1/police-station-police-2014,http://brickset.com/sets/60047-1,http://www.brickpicker.com/bpms/set.cfm?set=60047-1
42023-1,construction-crew-technic-2014,http://rebrickable.com/sets/42023-1/construction-crew-technic-2014,http://brickset.com/sets/42023-1,http://www.brickpicker.com/bpms/set.cfm?set=42023-1
41039-1,sunshine-ranch-friends-2014,http://rebrickable.com/sets/41039-1/sunshine-ranch-friends-2014,http://brickset.com/sets/41039-1,http://www.brickpicker.com/bpms/set.cfm?set=41039-1
42029-1,forrest-skidder-construction-2014,http://rebrickable.com/sets/42029-1-b1/forrest-skidder-construction-2014,http://brickset.com/sets/42029-1,http://www.brickpicker.com/bpms/set.cfm?set=42029-1
79116-1,big-rig-snow-getaway-teenage-mutant-ninja-turtles-2014,http://rebrickable.com/sets/79116-1/big-rig-snow-getaway-teenage-mutant-ninja-turtles-2014,http://brickset.com/sets/79116-1,http://www.brickpicker.com/bpms/set.cfm?set=79116-1
70809-1,lord-business-hideout-the-lego-movie-2014,http://rebrickable.com/sets/70809-1/lord-business-hideout-the-lego-movie-2014,http://brickset.com/sets/70809-1,http://www.brickpicker.com/bpms/set.cfm?set=70809-1
60036-1,arctic-base-camp-arctic-2014,http://rebrickable.com/sets/60036-1/arctic-base-camp-arctic-2014,http://brickset.com/sets/60036-1,http://www.brickpicker.com/bpms/set.cfm?set=60036-1
21020-1,the-trevi-fountain-architecture-2014,http://rebrickable.com/sets/21020-1/the-trevi-fountain-architecture-2014,http://brickset.com/sets/21020-1,http://www.brickpicker.com/bpms/set.cfm?set=21020-1
75043-1,at-ap-star-wars-2014,http://rebrickable.com/sets/75043-1/at-ap-star-wars-2014,http://brickset.com/sets/75043-1,http://www.brickpicker.com/bpms/set.cfm?set=75043-1
60062-1,arctic-icebreaker-arctic-2014,http://rebrickable.com/sets/60062-1/arctic-icebreaker-arctic-2014,http://brickset.com/sets/60062-1,http://www.brickpicker.com/bpms/set.cfm?set=60062-1
70814-1,emmets-constructo-mech-the-lego-movie-2014,http://rebrickable.com/sets/70814-1/emmets-constructo-mech-the-lego-movie-2014,http://brickset.com/sets/70814-1,http://www.brickpicker.com/bpms/set.cfm?set=70814-1
70725-1,nindroid-mechdragon-ninjago-2014,http://rebrickable.com/sets/70725-1/nindroid-mechdragon-ninjago-2014,http://brickset.com/sets/70725-1,http://www.brickpicker.com/bpms/set.cfm?set=70725-1
79121-1,turtle-sub-undersea-chase-teenage-mutant-ninja-turtles-2014,http://rebrickable.com/sets/79121-1/turtle-sub-undersea-chase-teenage-mutant-ninja-turtles-2014,http://brickset.com/sets/79121-1,http://www.brickpicker.com/bpms/set.cfm?set=79121-1
70134-1,lavertus-outland-base-legends-of-chima-2014,http://rebrickable.com/sets/70134-1/lavertus-outland-base-legends-of-chima-2014,http://brickset.com/sets/70134-1,http://www.brickpicker.com/bpms/set.cfm?set=70134-1
70147-1,sir-fangars-ice-fortress-legends-of-chima-2014,http://rebrickable.com/sets/70147-1/sir-fangars-ice-fortress-legends-of-chima-2014,http://brickset.com/sets/70147-1,http://www.brickpicker.com/bpms/set.cfm?set=70147-1
76021-1,the-milano-spaceship-rescue-guardians-of-the-galaxy-2014,http://rebrickable.com/sets/76021-1/the-milano-spaceship-rescue-guardians-of-the-galaxy-2014,http://brickset.com/sets/76021-1,http://www.brickpicker.com/bpms/set.cfm?set=76021-1
41055-1,cinderella%E2%80%99s-romantic-castle-disney-princess-2014,http://rebrickable.com/sets/41055-1/cinderella%E2%80%99s-romantic-castle-disney-princess-2014,http://brickset.com/sets/41055-1,http://www.brickpicker.com/bpms/set.cfm?set=41055-1
42028-1,bulldozer-construction-2014,http://rebrickable.com/sets/42028-1/bulldozer-construction-2014,http://brickset.com/sets/42028-1,http://www.brickpicker.com/bpms/set.cfm?set=42028-1
75052-1,mos-eisley-cantina-star-wars-episode-456-2014,http://rebrickable.com/sets/75052-1/mos-eisley-cantina-star-wars-episode-456-2014,http://brickset.com/sets/75052-1,http://www.brickpicker.com/bpms/set.cfm?set=75052-1
21021-1,marina-bay-sands-architecture-2014,http://rebrickable.com/sets/21021-1/marina-bay-sands-architecture-2014,http://brickset.com/sets/21021-1,http://www.brickpicker.com/bpms/set.cfm?set=21021-1
10681-1,creative-building-cube-basic-set-2014,http://rebrickable.com/sets/10681-1/creative-building-cube-basic-set-2014,http://brickset.com/sets/10681-1,http://www.brickpicker.com/bpms/set.cfm?set=10681-1
60051-1,high-speed-passenger-train-trains-2014,http://rebrickable.com/sets/60051-1/high-speed-passenger-train-trains-2014,http://brickset.com/sets/60051-1,http://www.brickpicker.com/bpms/set.cfm?set=60051-1
70145-1,maulas-ice-mammoth-stomper-legends-of-chima-2014,http://rebrickable.com/sets/70145-1/maulas-ice-mammoth-stomper-legends-of-chima-2014,http://brickset.com/sets/70145-1,http://www.brickpicker.com/bpms/set.cfm?set=70145-1
70164-1,hurricane-heist-ultra-agents-2014,http://rebrickable.com/sets/70164-1/hurricane-heist-ultra-agents-2014,http://brickset.com/sets/70164-1,http://www.brickpicker.com/bpms/set.cfm?set=70164-1
31025-1,mountain-hut-creator-2014,http://rebrickable.com/sets/31025-1/mountain-hut-creator-2014,http://brickset.com/sets/31025-1,http://www.brickpicker.com/bpms/set.cfm?set=31025-1
4000014-1,the-legoland-train-lego-brand-store-2014,http://rebrickable.com/sets/4000014-1/the-legoland-train-lego-brand-store-2014,http://brickset.com/sets/4000014-1,http://www.brickpicker.com/bpms/set.cfm?set=4000014-1
60046-1,helicopter-surveillance-police-2014,http://rebrickable.com/sets/60046-1/helicopter-surveillance-police-2014,http://brickset.com/sets/60046-1,http://www.brickpicker.com/bpms/set.cfm?set=60046-1
70724-1,ninjacopter-ninjago-2014,http://rebrickable.com/sets/70724-1/ninjacopter-ninjago-2014,http://brickset.com/sets/70724-1,http://www.brickpicker.com/bpms/set.cfm?set=70724-1
70808-1,super-cycle-chase-the-lego-movie-2014,http://rebrickable.com/sets/70808-1/super-cycle-chase-the-lego-movie-2014,http://brickset.com/sets/70808-1,http://www.brickpicker.com/bpms/set.cfm?set=70808-1
21108-1,ghostbusters-cuusoo-2014,http://rebrickable.com/sets/21108-1/ghostbusters-cuusoo-2014,http://brickset.com/sets/21108-1,http://www.brickpicker.com/bpms/set.cfm?set=21108-1
41038-1,jungle-rescue-base-jungle-rescue-2014,http://rebrickable.com/sets/41038-1/jungle-rescue-base-jungle-rescue-2014,http://brickset.com/sets/41038-1,http://www.brickpicker.com/bpms/set.cfm?set=41038-1
75051-1,jedi-scout-fighter-star-wars-2014,http://rebrickable.com/sets/75051-1/jedi-scout-fighter-star-wars-2014,http://brickset.com/sets/75051-1,http://www.brickpicker.com/bpms/set.cfm?set=75051-1
76013-1,the-joker-steam-roller-batman-ii-2014,http://rebrickable.com/sets/76013-1/the-joker-steam-roller-batman-ii-2014,http://brickset.com/sets/76013-1,http://www.brickpicker.com/bpms/set.cfm?set=76013-1
10676-1,knights039%3B-castle-juniors-2014,http://rebrickable.com/sets/10676-1/knights039%3B-castle-juniors-2014,http://brickset.com/sets/10676-1,http://www.brickpicker.com/bpms/set.cfm?set=10676-1
75046-1,coruscant-police-gunship-star-wars-2014,http://rebrickable.com/sets/75046-1/coruscant-police-gunship-star-wars-2014,http://brickset.com/sets/75046-1,http://www.brickpicker.com/bpms/set.cfm?set=75046-1
79122-1,shredders-lair-rescue-teenage-mutant-ninja-turtles-2014,http://rebrickable.com/sets/79122-1/shredders-lair-rescue-teenage-mutant-ninja-turtles-2014,http://brickset.com/sets/79122-1,http://www.brickpicker.com/bpms/set.cfm?set=79122-1
70812-1,creative-ambush-the-lego-movie-2014,http://rebrickable.com/sets/70812-1/creative-ambush-the-lego-movie-2014,http://brickset.com/sets/70812-1,http://www.brickpicker.com/bpms/set.cfm?set=70812-1
79017-1,the-battle-of-the-five-armies-the-hobbit-2014,http://rebrickable.com/sets/79017-1/the-battle-of-the-five-armies-the-hobbit-2014,http://brickset.com/sets/79017-1,http://www.brickpicker.com/bpms/set.cfm?set=79017-1
70144-1,lavals-fire-lion-legends-of-chima-2014,http://rebrickable.com/sets/70144-1/lavals-fire-lion-legends-of-chima-2014,http://brickset.com/sets/70144-1,http://www.brickpicker.com/bpms/set.cfm?set=70144-1
75050-1,b-wing-star-wars-2014,http://rebrickable.com/sets/75050-1/b-wing-star-wars-2014,http://brickset.com/sets/75050-1,http://www.brickpicker.com/bpms/set.cfm?set=75050-1
21107-1,micro-world-the-end-minecraft-2014,http://rebrickable.com/sets/21107-1/micro-world-the-end-minecraft-2014,http://brickset.com/sets/21107-1,http://www.brickpicker.com/bpms/set.cfm?set=21107-1
75042-1,droid-gunship-star-wars-2014,http://rebrickable.com/sets/75042-1/droid-gunship-star-wars-2014,http://brickset.com/sets/75042-1,http://www.brickpicker.com/bpms/set.cfm?set=75042-1
75045-1,republic-av-7-anti-vehicle-cannon-star-wars-2014,http://rebrickable.com/sets/75045-1/republic-av-7-anti-vehicle-cannon-star-wars-2014,http://brickset.com/sets/75045-1,http://www.brickpicker.com/bpms/set.cfm?set=75045-1
70132-1,scorms-scorpion-stinger-legends-of-chima-2014,http://rebrickable.com/sets/70132-1/scorms-scorpion-stinger-legends-of-chima-2014,http://brickset.com/sets/70132-1,http://www.brickpicker.com/bpms/set.cfm?set=70132-1
76020-1,knowhere-escape-mission-guardians-of-the-galaxy-2014,http://rebrickable.com/sets/76020-1/knowhere-escape-mission-guardians-of-the-galaxy-2014,http://brickset.com/sets/76020-1,http://www.brickpicker.com/bpms/set.cfm?set=76020-1
70163-1,toxikitas-toxic-meltdown-ultra-agents-2014,http://rebrickable.com/sets/70163-1/toxikitas-toxic-meltdown-ultra-agents-2014,http://brickset.com/sets/70163-1,http://www.brickpicker.com/bpms/set.cfm?set=70163-1
70727-1,x-1-ninja-charger-ninjago-2014,http://rebrickable.com/sets/70727-1/x-1-ninja-charger-ninjago-2014,http://brickset.com/sets/70727-1,http://www.brickpicker.com/bpms/set.cfm?set=70727-1
70806-1,castle-cavalry-the-lego-movie-2014,http://rebrickable.com/sets/70806-1/castle-cavalry-the-lego-movie-2014,http://brickset.com/sets/70806-1,http://www.brickpicker.com/bpms/set.cfm?set=70806-1
60050-1,train-station-trains-2014,http://rebrickable.com/sets/60050-1/train-station-trains-2014,http://brickset.com/sets/60050-1,http://www.brickpicker.com/bpms/set.cfm?set=60050-1
70143-1,sir-fangars-sabre-tooth-walker-legends-of-chima-2014,http://rebrickable.com/sets/70143-1/sir-fangars-sabre-tooth-walker-legends-of-chima-2014,http://brickset.com/sets/70143-1,http://www.brickpicker.com/bpms/set.cfm?set=70143-1
42022-1,hot-rod-technic-2014,http://rebrickable.com/sets/42022-1/hot-rod-technic-2014,http://brickset.com/sets/42022-1,http://www.brickpicker.com/bpms/set.cfm?set=42022-1
60045-1,police-patrol-police-2014,http://rebrickable.com/sets/60045-1/police-patrol-police-2014,http://brickset.com/sets/60045-1,http://www.brickpicker.com/bpms/set.cfm?set=60045-1
70133-1,spinlyns-cavern-legends-of-chima-2014,http://rebrickable.com/sets/70133-1/spinlyns-cavern-legends-of-chima-2014,http://brickset.com/sets/70133-1,http://www.brickpicker.com/bpms/set.cfm?set=70133-1
70807-1,metal-beards-duel-the-lego-movie-2014,http://rebrickable.com/sets/70807-1/metal-beards-duel-the-lego-movie-2014,http://brickset.com/sets/70807-1,http://www.brickpicker.com/bpms/set.cfm?set=70807-1
76018-1,hulk-lab-smash-super-heroes-2014,http://rebrickable.com/sets/76018-1/hulk-lab-smash-super-heroes-2014,http://brickset.com/sets/76018-1,http://www.brickpicker.com/bpms/set.cfm?set=76018-1
70805-1,trash-chomper-the-lego-movie-2014,http://rebrickable.com/sets/70805-1/trash-chomper-the-lego-movie-2014,http://brickset.com/sets/70805-1,http://www.brickpicker.com/bpms/set.cfm?set=70805-1
41037-1,stephanies-beach-house-friends-2014,http://rebrickable.com/sets/41037-1/stephanies-beach-house-friends-2014,http://brickset.com/sets/41037-1,http://www.brickpicker.com/bpms/set.cfm?set=41037-1
60049-1,helicopter-transporter-police-2014,http://rebrickable.com/sets/60049-1/helicopter-transporter-police-2014,http://brickset.com/sets/60049-1,http://www.brickpicker.com/bpms/set.cfm?set=60049-1
70135-1,craggers-fire-striker-legends-of-chima-2014,http://rebrickable.com/sets/70135-1/craggers-fire-striker-legends-of-chima-2014,http://brickset.com/sets/70135-1,http://www.brickpicker.com/bpms/set.cfm?set=70135-1
31024-1,roaring-power-creator-2014,http://rebrickable.com/sets/31024-1/roaring-power-creator-2014,http://brickset.com/sets/31024-1,http://www.brickpicker.com/bpms/set.cfm?set=31024-1
60044-1,mobile-police-unit-police-2014,http://rebrickable.com/sets/60044-1/mobile-police-unit-police-2014,http://brickset.com/sets/60044-1,http://www.brickpicker.com/bpms/set.cfm?set=60044-1
60035-1,arctic-outpost-arctic-2014,http://rebrickable.com/sets/60035-1/arctic-outpost-arctic-2014,http://brickset.com/sets/60035-1,http://www.brickpicker.com/bpms/set.cfm?set=60035-1
60064-1,arctic-supply-plane-arctic-2014,http://rebrickable.com/sets/60064-1/arctic-supply-plane-arctic-2014,http://brickset.com/sets/60064-1,http://www.brickpicker.com/bpms/set.cfm?set=60064-1
41057-1,heartlake-horse-show-friends-2014,http://rebrickable.com/sets/41057-1/heartlake-horse-show-friends-2014,http://brickset.com/sets/41057-1,http://www.brickpicker.com/bpms/set.cfm?set=41057-1
79115-1,turtle-van-takedown-teenage-mutant-ninja-turtles-2014,http://rebrickable.com/sets/79115-1/turtle-van-takedown-teenage-mutant-ninja-turtles-2014,http://brickset.com/sets/79115-1,http://www.brickpicker.com/bpms/set.cfm?set=79115-1
41036-1,jungle-bridge-rescue-jungle-rescue-2014,http://rebrickable.com/sets/41036-1/jungle-bridge-rescue-jungle-rescue-2014,http://brickset.com/sets/41036-1,http://www.brickpicker.com/bpms/set.cfm?set=41036-1
75024-1,hh-87-starhopper-star-wars-clone-wars-2014,http://rebrickable.com/sets/75024-1/hh-87-starhopper-star-wars-clone-wars-2014,http://brickset.com/sets/75024-1,http://www.brickpicker.com/bpms/set.cfm?set=75024-1
10673-1,race-car-rally-juniors-2014,http://rebrickable.com/sets/10673-1/race-car-rally-juniors-2014,http://brickset.com/sets/10673-1,http://www.brickpicker.com/bpms/set.cfm?set=10673-1
60060-1,auto-transporter-city-2014,http://rebrickable.com/sets/60060-1/auto-transporter-city-2014,http://brickset.com/sets/60060-1,http://www.brickpicker.com/bpms/set.cfm?set=60060-1
70811-1,the-flying-flusher-the-lego-movie-2014,http://rebrickable.com/sets/70811-1/the-flying-flusher-the-lego-movie-2014,http://brickset.com/sets/70811-1,http://www.brickpicker.com/bpms/set.cfm?set=70811-1
70804-1,ice-cream-machine-the-lego-movie-2014,http://rebrickable.com/sets/70804-1/ice-cream-machine-the-lego-movie-2014,http://brickset.com/sets/70804-1,http://www.brickpicker.com/bpms/set.cfm?set=70804-1
70723-1,thunder-raider-ninjago-2014,http://rebrickable.com/sets/70723-1/thunder-raider-ninjago-2014,http://brickset.com/sets/70723-1,http://www.brickpicker.com/bpms/set.cfm?set=70723-1
76022-1,x-men-vs.-the-sentinel-super-heroes-2014,http://rebrickable.com/sets/76022-1/x-men-vs.-the-sentinel-super-heroes-2014,http://brickset.com/sets/76022-1,http://www.brickpicker.com/bpms/set.cfm?set=76022-1
70142-1,eris-fire-eagle-flyer-legends-of-chima-2014,http://rebrickable.com/sets/70142-1/eris-fire-eagle-flyer-legends-of-chima-2014,http://brickset.com/sets/70142-1,http://www.brickpicker.com/bpms/set.cfm?set=70142-1
31023-1,yellow-racers-creator-2014,http://rebrickable.com/sets/31023-1/yellow-racers-creator-2014,http://brickset.com/sets/31023-1,http://www.brickpicker.com/bpms/set.cfm?set=31023-1
4000011-1,nyiregyhaza-factory-lego-brand-store-2014,http://rebrickable.com/sets/4000011-1/nyiregyhaza-factory-lego-brand-store-2014,http://brickset.com/sets/4000011-1,http://www.brickpicker.com/bpms/set.cfm?set=4000011-1
60061-1,airport-fire-truck-city-2014,http://rebrickable.com/sets/60061-1/airport-fire-truck-city-2014,http://brickset.com/sets/60061-1,http://www.brickpicker.com/bpms/set.cfm?set=60061-1
21019-1,eiffel-tower-architecture-2014,http://rebrickable.com/sets/21019-1/eiffel-tower-architecture-2014,http://brickset.com/sets/21019-1,http://www.brickpicker.com/bpms/set.cfm?set=21019-1
21109-1,exo-suit-cuusoo-2014,http://rebrickable.com/sets/21109-1/exo-suit-cuusoo-2014,http://brickset.com/sets/21109-1,http://www.brickpicker.com/bpms/set.cfm?set=21109-1
41059-1,jungle-tree-sanctuary-jungle-rescue-2014,http://rebrickable.com/sets/41059-1/jungle-tree-sanctuary-jungle-rescue-2014,http://brickset.com/sets/41059-1,http://www.brickpicker.com/bpms/set.cfm?set=41059-1
70802-1,bad-cops-pursuit-the-lego-movie-2014,http://rebrickable.com/sets/70802-1/bad-cops-pursuit-the-lego-movie-2014,http://brickset.com/sets/70802-1,http://www.brickpicker.com/bpms/set.cfm?set=70802-1
79016-1,attack-on-lake-town-the-hobbit-2014,http://rebrickable.com/sets/79016-1/attack-on-lake-town-the-hobbit-2014,http://brickset.com/sets/79016-1,http://www.brickpicker.com/bpms/set.cfm?set=79016-1
41034-1,summer-caravan-friends-2014,http://rebrickable.com/sets/41034-1/summer-caravan-friends-2014,http://brickset.com/sets/41034-1,http://www.brickpicker.com/bpms/set.cfm?set=41034-1
10674-1,pony-farm-juniors-2014,http://rebrickable.com/sets/10674-1/pony-farm-juniors-2014,http://brickset.com/sets/10674-1,http://www.brickpicker.com/bpms/set.cfm?set=10674-1
70162-1,infearno-interception-ultra-agents-2014,http://rebrickable.com/sets/70162-1/infearno-interception-ultra-agents-2014,http://brickset.com/sets/70162-1,http://www.brickpicker.com/bpms/set.cfm?set=70162-1
76012-1,batman%3A-the-riddler-chase-super-heroes-2014,http://rebrickable.com/sets/76012-1/batman%3A-the-riddler-chase-super-heroes-2014,http://brickset.com/sets/76012-1,http://www.brickpicker.com/bpms/set.cfm?set=76012-1
76016-1,spider-helicopter-rescue-super-heroes-2014,http://rebrickable.com/sets/76016-1/spider-helicopter-rescue-super-heroes-2014,http://brickset.com/sets/76016-1,http://www.brickpicker.com/bpms/set.cfm?set=76016-1
41054-1,rapunzel%E2%80%99s-creativity-tower-disney-princess-2014,http://rebrickable.com/sets/41054-1/rapunzel%E2%80%99s-creativity-tower-disney-princess-2014,http://brickset.com/sets/41054-1,http://www.brickpicker.com/bpms/set.cfm?set=41054-1
21104-1,mars-science-laboratory-curiosity-rover-cuusoo-2014,http://rebrickable.com/sets/21104-1/mars-science-laboratory-curiosity-rover-cuusoo-2014,http://brickset.com/sets/21104-1,http://www.brickpicker.com/bpms/set.cfm?set=21104-1
70130-1,sparratus-spider-stalker-legends-of-chima-2014,http://rebrickable.com/sets/70130-1/sparratus-spider-stalker-legends-of-chima-2014,http://brickset.com/sets/70130-1,http://www.brickpicker.com/bpms/set.cfm?set=70130-1
31021-1,furry-creatures-creator-2014,http://rebrickable.com/sets/31021-1/furry-creatures-creator-2014,http://brickset.com/sets/31021-1,http://www.brickpicker.com/bpms/set.cfm?set=31021-1
79120-1,t-rawket-sky-strike-teenage-mutant-ninja-turtles-2014,http://rebrickable.com/sets/79120-1/t-rawket-sky-strike-teenage-mutant-ninja-turtles-2014,http://brickset.com/sets/79120-1,http://www.brickpicker.com/bpms/set.cfm?set=79120-1
75049-1,snowspeeder-star-wars-2014,http://rebrickable.com/sets/75049-1/snowspeeder-star-wars-2014,http://brickset.com/sets/75049-1,http://www.brickpicker.com/bpms/set.cfm?set=75049-1
41035-1,heartlake-juice-bar-friends-2014,http://rebrickable.com/sets/41035-1/heartlake-juice-bar-friends-2014,http://brickset.com/sets/41035-1,http://www.brickpicker.com/bpms/set.cfm?set=41035-1
41056-1,heartlake-news-van-friends-2014,http://rebrickable.com/sets/41056-1/heartlake-news-van-friends-2014,http://brickset.com/sets/41056-1,http://www.brickpicker.com/bpms/set.cfm?set=41056-1
31019-1,forest-animals-creator-2014,http://rebrickable.com/sets/31019-1/forest-animals-creator-2014,http://brickset.com/sets/31019-1,http://www.brickpicker.com/bpms/set.cfm?set=31019-1
41053-1,cinderella%E2%80%99s-dream-carriage-disney-princess-2014,http://rebrickable.com/sets/41053-1/cinderella%E2%80%99s-dream-carriage-disney-princess-2014,http://brickset.com/sets/41053-1,http://www.brickpicker.com/bpms/set.cfm?set=41053-1
40115-1,legoland-entrance-with-family-legoland-parks-2014,http://rebrickable.com/sets/40115-1/legoland-entrance-with-family-legoland-parks-2014,http://brickset.com/sets/40115-1,http://www.brickpicker.com/bpms/set.cfm?set=40115-1
21208-1,resort-designer-fusion-2014,http://rebrickable.com/sets/21208-1/resort-designer-fusion-2014,http://brickset.com/sets/21208-1,http://www.brickpicker.com/bpms/set.cfm?set=21208-1
